Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep1_1_Slot1-16_1_3182.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep1_2_Slot1-16_1_3183.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep1_3_Slot1-16_1_3184.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep1_4_Slot1-16_1_3185.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep2_1_Slot1-17_1_3187.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep2_2_Slot1-17_1_3188.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep2_3_Slot1-17_1_3189.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep2_4_Slot1-17_1_3190.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep3_1_Slot1-18_1_3192.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep3_2_Slot1-18_1_3193.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep3_3_Slot1-18_1_3194.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep3_4_Slot1-18_1_3195.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep1_1_Slot1-19_1_3197.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep1_2_Slot1-19_1_3198.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep1_3_Slot1-19_1_3199.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep1_4_Slot1-19_1_3200.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep2_1_Slot1-20_1_3202.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep2_2_Slot1-20_1_3203.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep2_3_Slot1-20_1_3204.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep2_4_Slot1-20_1_3205.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep3_1_Slot1-21_1_3207.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep3_2_Slot1-21_1_3208.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep3_3_Slot1-21_1_3209.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep3_4_Slot1-21_1_3210.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep1_1_Slot2-34_1_9883.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep1_2_Slot2-34_1_9884.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep1_3_Slot2-34_1_9885.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep1_4_Slot2-34_1_9886.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep2_1_Slot2-35_1_9888.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep2_2_Slot2-35_1_9889.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep2_3_Slot2-35_1_9890.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep2_4_Slot2-35_1_9891.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep3_1_Slot2-36_1_9893.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep3_2_Slot2-36_1_9894.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep3_3_Slot2-36_1_9895.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep3_4_Slot2-36_1_9896.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep1_1_Slot2-37_1_9898.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep1_2_Slot2-37_1_9899.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep1_3_Slot2-37_1_9900.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep1_4_Slot2-37_1_9901.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep2_1_Slot2-38_1_9903.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep2_2_Slot2-38_1_9904.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep2_3_Slot2-38_1_9905.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep2_4_Slot2-38_1_9906.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep3_1_Slot2-39_1_9908.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep3_2_Slot2-39_1_9909.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep3_3_Slot2-39_1_9910.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep3_4_Slot2-39_1_9911.d
Q8TD19	Q8TD19	NEK9_HUMAN	NEK9	Serine/threonine-protein kinase Nek9	68295.3	72383.4	70342.6	72236.2	67151.9	66097.4	70619.4	68572	69939.1	69024	70226.5	71192.7	56658.8	54860	56044.3	56115.9	57183.9	57490.1	55796.7	54066.2	56985.9	56847.4	56593.7	55999.6	70913.1	70779.4	72776.1	74602.8	70961.9	71817.6	72472.5	72332.1	69325.4	71904.9	67271.8	70373.6	58421	59193.5	58256.5	60210.8	61598.3	56983.4	62575.5	60491.9	59031.2	59432.5	59943	62271.4
Q8TD26	Q8TD26	CHD6_HUMAN	CHD6	Chromodomain-helicase-DNA-binding protein 6	5092.27	3917.92	3852.05	4945.73	6232.04	4942.76	4434.65	5370.51	5073.81	5620.97	4723.36	5253.02	3740.21	3317.16	4466.61	3535.92		3631.61	4205.7	3078.83		3628.24	4347.38	4574.3	4690.34	4570.97	4851.94	4648.93	4659.79	4528.23	5123.08	4677.44	4992.18	5217.5	4557.46	5059.39	3463.22	3395.64	2828.38	3214.8	3793.54	3327.33	3448.36	3452.79	2867.92	3369.33	3353.86	3200.42
Q8TD30	Q8TD30	ALAT2_HUMAN	GPT2	Alanine aminotransferase 2	21152.7	21695.1	21660.5	22680.5	23878.1	22657.3	21987.4	22565.1	22679.5	22237	22256.8	22681.5	10576	13229.3	10610.9	9279.67	11157.2	10066.2	11316.2	8238.19	11556.9	10870.9	9063.51	10551.7	19030.1	19335.8	17957.3	18970.5	19671.4	18627.2	18837.9	18705.4	19091.6	19003.9	19102.4	19531.7	5812.32	7438.76	6488.76	7376.53	8923.64	8236.67	8088.74	6995.38	6948.98	7851.84	7314.8	7396.91
Q8TD31	Q8TD31	CCHCR_HUMAN	CCHCR1	Coiled-coil alpha-helical rod protein 1	1789.2		2247.18			2454.2	3186.26	6150.65	2049.41	8683.29		2044.9	9021.54	10170.7	10428.5	9694.16	10222.5	9623.81	9216.94	9404.25	8729.82	11365.2	10127.1	10433	2872.73	2411.2	3001.32	2216.36	2681.31	3324.79	3926.8	3147.53	3113.72		3182.05	3151.4	11696.4	10876	11893.8	11728.6	12266.1	11597.1	11658.9	12539.4	12242.2	11052.3	11892.7	11664.3
Q8TD43	Q8TD43	TRPM4_HUMAN	TRPM4	Transient receptor potential cation channel subfamily M member 4	18453.7	18182.5	19989.3	21580.2	20834.8	19774.1	21866.2	18865.9	20334.4	19664.4	19114	22333	23836.6	24187.1	22945	22177.6	20571.1	22314.5	21641.8	23102.2	21492.1	22837.5	22448	23028.6	18655.3	17893.9	19728	17248.3	18988	18999.1	19911.2	20133.1	17320.5	19130.5	15943.9	18466.9	22987.8	23671.5	23556.6	21621.8	22722.9	23112.1	22450.1	22748.6	22768.9	22788.3	23349.6	23491.9
Q8TD47	Q8TD47	RS4Y2_HUMAN	RPS4Y2	40S ribosomal protein S4, Y isoform 2	5421.84	5853.99	6283.57	5768.96	3555.42	4604.92	5478.19	3861.9	5682.5	5465.79	5995.2	5263.51																6203.61																				
Q8TD55	Q8TD55	PKHO2_HUMAN	PLEKHO2	Pleckstrin homology domain-containing family O member 2	10576.9	11706	10288.2	11106.7	11614.1	11934	12702.3	11453.9	12860.5	12606.8	13051	12399.4	16716.9	16070	15027.4	14524.5	16723.3	15254.1	15313.7	14621.7	15598.3	14906.2	14756	16480.2	10850.6	11265.5	9992.76	10605	10682.9	11507	10520.5	9804.48	10743	9964.25	10225.7	10031	14010.5	14707.4	15621.5	13549	14854.6	14129	15104.4	14872.4	14475.8	13193.7	14862.2	15063
Q8TDB6	Q8TDB6	DTX3L_HUMAN	DTX3L	E3 ubiquitin-protein ligase DTX3L	10444.6	10069.5	10437	9488.4	9123	9566.44	9620.38	12518	11210.6	10204.3	11634.6	11464.3	7246.98	7343.53	7227.46	6906.04	6601.36	8472.79	7233.14	7102.56	7740.72	5643.86	7294.19	7531.42	7946.72	8171.73	9705.49	11093	7944.29	8138.36	7441.49	8812.81	7605.66	8965.82	8445.59	8043.66	5668.13	7066.84	6247.46	6833.53	6685.8	6556.98	6575.77	6632.72	7136.05	5978.18	5855.59	7120.63
Q8TDD1	Q8TDD1	DDX54_HUMAN	DDX54	ATP-dependent RNA helicase DDX54	75456.6	73931.5	78449.6	73224	71937.8	73671.5	72724.8	70885.9	72181.6	71632.1	71605.7	75716.7	43755.9	42529.2	45261.5	40679.9	43846	41116.8	43609.4	39007.6	43185.6	43703.3	44717.7	46985.6	80052.9	76727	78746.8	77024	75037.1	75304.6	72603	74882	76191.3	75396.8	77944.5	75102.9	48038	48796.6	48277.9	48584	48982.1	50116.9	46625.6	46936.4	49857.5	48820.3	50365	48437.2
Q8TDD5	Q8TDD5	MCLN3_HUMAN	MCOLN3	Mucolipin-3	7889.3	7676.08	7039.5	7668.77	7692.42	10422.7	9523.38	9258.81	9263.88	9422.02	9550.82	8616.94	9545.28	8728	8372.37	8431.61	8087.93	8529.58	8383.16	7559.65	8021.06	8962.23	9117.78	8118.08	6637.3	7620.4	7851.18	7792.59	7070.8	7685.55	7028.52	6543.74	6262.63	6926.08	5785.9	6379.1	7199.37	7303.55	6084.76	8160.88	6122.53	5777.93	4912.26	6408.98	6180.91	6238.7	5730.51	6837.83
Q8TDH9	Q8TDH9	BL1S5_HUMAN	BLOC1S5	Biogenesis of lysosome-related organelles complex 1 subunit 5	20076.8	21181.3	21694.5	20121.4	20907.6	19934	20853.2	21637.9	20732	19208.9	23078.3	21087.5	44111.4	38659.9	40136.7	36684.5	46378.1	50416.6	45572	44381.7	40068.1	33849.5	37252.2	33213.9	20497.9	22466.3	22692.5	22310.9	20873.6	19781.7	19657.7	20683.2	22487.4	23939	23567.8	22596	39592.1	41780.7	39925.5	38634.9	42862.8	45462.7	51349.9	42822.9	36525.5	34850.6	37243	36361.1
Q8TDJ6	Q8TDJ6	DMXL2_HUMAN	DMXL2	DmX-like protein 2	14146.3	13352	14398.2	14024.5	13792.8	13261	13562.6	13239.6	13424.1	13450.1	13702.1	14324.8	19055.8	19341	19402.5	18086.4	18765.5	18314.3	19337.8	18683.1	18595	20690.8	19461.5	19498.9	14781.1	15295	15228.9	15004.1	13763.6	14194.2	14924.1	14360	14703.8	14487.5	14219.4	13635.9	19344.2	20222	20335.1	19422.2	20347.7	19861	19673.2	20146.3	20864.3	20342.4	19822	20183.6
Q8TDM6	Q8TDM6	DLG5_HUMAN	DLG5	Disks large homolog 5	20278.6	20297.4	19289.3	19140.1	19454.6	21340.8	20421.5	19939.5	21125.8	23230.4	20268.6	22000.7	6994.28	6783.42	6216.41	5740.44	7967.72	5370.25	6960.82	7849.99	5577.65	8188.87	7751.19	7263.69	19715.5	19990.4	19183.1	19980.6	19091.3	19072.7	17705.9	18280.6	20330.1	19325.3	19603.6	19954.6	6886.99	5664.53	6707.37	6250.22	7325.08	7963.62	5467.43	5116.54	5836.77	6317.63	8269.76	6640.06
Q8TDN4	Q8TDN4	CABL1_HUMAN	CABLES1	CDK5 and ABL1 enzyme substrate 1	12655.6	9327.94	9275.35	9241.75	10587.8	8836.9	9075.83	8443.02	9889.38	7390.64	7934.43	6980.83		4559.56	4812.14	3801.55	5137.71	4447.04		5850.47	6264.97		4478.31	3292.99	7741.92	8804.59	7336.14	7797.14	8327.44	8186.63	7809.45	7690.04	9010.17	7194.53	6912.46	7209.13	4277.22	4942.38	4084.97	5314.4	4622.23	4639.98	3779.43	4538.63	4887.37	5015.26	4613.15	5146.43
Q8TDN6	Q8TDN6	BRX1_HUMAN	BRIX1	Ribosome biogenesis protein BRX1 homolog	79713	80883.4	82186.5	83013.4	86277.8	83565.9	85536.8	83633	81854.1	81453.7	86971.6	79867.7	84599.5	83039.3	85235.3	83081.1	82644.7	86077.5	80822.8	79329.6	83972.9	84097.2	89699.1	86531.1	89617.6	88668.1	93993.9	88989.7	92896.9	91752.4	91005.9	89629.4	86388.5	89056.9	84928.7	85734.3	90274.6	88654.9	85469.4	89133.3	85904.4	83953.5	81992.2	83926.8	88759.4	87334.1	85374.3	89638.9
Q8TDP1	Q8TDP1	RNH2C_HUMAN	RNASEH2C	Ribonuclease H2 subunit C	65796	68221.7	71701.7	66702.8	61825.7	62577.7	63865.5	65164.4	77055.3	72617.3	71926.2	71722.2	64390	67373.3	66302.7	72200.7	77743.5	78397	77729.1	83890.9	70595.2	71621.1	71592.5	70485.9	61204.2	62556.5	60604.7	59262.1	60826.2	62220.7	61353.6	59380.8	63216.4	66195.5	67247.4	64303	68527.8	65765.9	68957.9	68799.7	69568.9	75462	72413.3	70651.4	66361.4	68011.1	67858.6	64808.6
Q8TDQ7	Q8TDQ7	GNPI2_HUMAN	GNPDA2	Glucosamine-6-phosphate isomerase 2	35083.6	35180.1	38639.4	37364.3	36004	36679.9	35780.5	35068.4	34653.4	38347.3	37448.9	34208.2	38687.6	38618.3	39440.6	38361.3	38829.5	37534.8	35734.5	36098.2	36100.8	38270.9	35728.9	35390	35676.4	35041.8	35160.4	35055.6	36427	35159.3	33990.6	34767.3	36101.5	36564.6	35213.7	35283.4	36766.3	38309.3	36521.3	35897.8	38238.9	35431.4	34704.9	36143.6	36562.5	37388.2	34400.1	36770.5
Q8TDR0	Q8TDR0	MIPT3_HUMAN	TRAF3IP1	TRAF3-interacting protein 1	7970.77	8131.55	9444.96	8194.37	7642.92	7053.87	9038.45	9294.81	7860.91	10073.2	8618.89	9102.24		4305.21			5227.4	5385.44	4320.81	4061.8		6070.22	4382.04	4250.16	6804.97	6720.78	7252.44	6758.35	7011.07	7432.34	6749.72	7321.44	7858.92	7658.25	7832.55	8467.27												2982.57
Q8TDR2	Q8N165;Q8TDR2	STK35_HUMAN	STK35	Serine/threonine-protein kinase 35	3659.33	4661.45	4894.96	3855.83	3237.26	3043.99	3039.86	3201.9	3688.65	4742.88	5669.74	4378.73	5647.25	5224.06	6330.45	5902.19	6244.35	5987.02	6045.12	6234.66	6584.14	6060.98	6654.56	7733.2	3840.38	4326.54	4594.53	4523.66	4043.27	4503.42	3783.1	5038.79	4080.9	5122.64	3882.72	3780.53	3856.4	3723.18	3811.78	4095.37	4133.27	3403.33	4425.06	4706.68	4370.92	4460.09	3777.71	5134.12
Q8TDW0	Q8TDW0	LRC8C_HUMAN	LRRC8C	Volume-regulated anion channel subunit LRRC8C	24769.5	22985	23451.3	24497.4	28037.4	24003.9	23243.2	24272	24295.7	23712.8	22348.8	22976.6	15693.7	18036.4	17322.7	18343.6	16841.1	19231.7	18921.1	20404.5	18197.5	17709.8	17070.4	16492.4	21728.9	21389.4	21972.3	21678.2	22265.2	23183.6	21999.5	22684.1	21873.1	21148	24004.1	23850.1	16893.2	15682.2	15010.2	15783.6	16413.2	15981.4	14190.5	15572.6	16435.1	16616.3	17157.5	15676.6
Q8TDX6	Q8TDX6	CGAT1_HUMAN	CSGALNACT1	Chondroitin sulfate N-acetylgalactosaminyltransferase 1	19885.6	21350.1	19101.6	16606.2	21478.7	19319.3	18711.2	19819.2	19218.2	18994.2	18500.8	18748.8									4234.75	12296.9	15671		16509.9	16082.6	17717.3	16672	16483.4	16201.8	16025.4	15970.4	16968	15550.1	16453.3	16362.8												
Q8TDX7	Q8TDX7	NEK7_HUMAN	NEK7	Serine/threonine-protein kinase Nek7	20380.4	20577.2	22262.6	21731.3	20689.2	20493	20229.7	20421.8	19858.6	21913.6	22001.2	21312.5	26913.6	26872	25847.7	25700.3	27180.7	25940.5	27082.6	28998.2	27775.3	26837.8	27329.6	27539.2	22273.1	21776.1	22921.6	24423.4	20858.5	23686.2	23548.3	21747.2	23144.6	23980.1	23793.7	22975.4	27056.8	27480.7	27023.2	27515.5	26779.4	26675.8	28316.6	26989.5	30152.3	27923.1	28803.5	29606.2
Q8TDY2	Q8TDY2	RBCC1_HUMAN	RB1CC1	RB1-inducible coiled-coil protein 1	13333.9	12216.1	11954.2	14620.3	12168.2	12506.5	12151.6	12052.2	13204	13940.4	12502.5	13163.6	16172	15027.5	14918	16174.2	14776.2	16214.4	16115.7	16634	16782.2	14892.1	16598.4	16212	13914.3	14011.1	13181.1	13026.4	12426.5	12199.9	12742.1	13193.8	13518.7	12925.5	13687.7	12681.7	15749.6	17275.3	17244	16924.8	17132.2	17628.7	18025.2	16382.7	16960.2	17015.7	17107.6	16710.1
Q8TDY4	Q8TDY4	ASAP3_HUMAN	ASAP3	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 3			9399.49	3065.06	8676.97	4569.11						4341.95	9459.67	9503.84	9739.13	10113.8	8886.28	10126.4	9610.22	10567.6	10941.8	9087.42	9384.88	10068.2	4792.59		2527.82		4011.44		4061.76	4727.4	2535.6	3115.18	4465.12	3013.48	9406.16	9536.22	8856.58	8648.41	9371.93	9237.66	9490.19	8867.95	9571.32	9581.8	10365.5	10348.9
Q8TDZ2	Q8TDZ2	MICA1_HUMAN	MICAL1	[F-actin]-monooxygenase MICAL1	12017.3	11442.6	11372.1	11325.4	12014.6	14060.6	12945	12303.1	11259.7	11648.2	12702	12765.8	12073.1	12381.7	12884.3	13443.3	11563.3	10660.6	11330.5	12159.5	11777.5	12429.9	12018.5	13400.1	11738.6	10674.2	11372.5	11955.7	11260	12029.2	11182.2	11861.3	10412	10783.1	11225.5	11199.6	11793.6	11933.5	11789.9	10998.3	9966.83	11736.6	11779.8	10760.1	10948.6	11165.5	11756.7	11528.3
Q8TE02	Q8TE02	ELP5_HUMAN	ELP5	Elongator complex protein 5	24941.5	23273.7	20319.8	22416	22525.4	21187.2	21658.7	22827.9	20323.3	21463.8	21509.4	21233.3	43386.7	42836	43172.5	45469.1	42434.1	40597	42564.2	44016.6	39693.5	41993.2	42103.5	43835.7	22381	21988.3	19606.9	19777.4	22462.6	22642.5	21243.6	22149.8	23368.1	24339.7	24924.4	22768.9	45390.6	49937.7	45118	48017.4	41638.8	39830.2	38651.9	41662.9	43420.1	43455.1	37512.6	40334
Q8TE69;Q96DE9	Q8TE69;Q96DE9	EOLA1_HUMAN;EOLA2_HUMAN	EOLA1;EOLA2	Protein EOLA1	8030.46	8548.44	8955.43	8053.01	7007.57	8593.69	8222.14	8069.48	9031.71	8248.3	6569.85	8305.15	4589.56	4463.47	5455.77	4745.46		4880.56	5151.43	4373.24	4606.33			3595.08	5710.28	5181.04	4816.42	5154.24	5840.23	6260	6306.26	4817.17	4546.1	4547.81	5937.83	6040.44	2708.14	2681.42	2590.19	3114.64	4259.65	2760.94	2425.46	3120.28	2500.76	2015.41	2460.24	2405.67
Q8TE77	Q8TE77	SSH3_HUMAN	SSH3	Protein phosphatase Slingshot homolog 3	23052.6	24304.8	23414.2	24859.1	24970.9	22920	24124.9	23191	25218.5	22863.6	25140.8	22995.7													23161.9	23113.4	23676.9	22720.3	23880.1	22668	23624.3	22270.1	23675.4	22402.3	23996.6	23789.3												
Q8TEA1	Q8TEA1	NSUN6_HUMAN	NSUN6	tRNA (cytosine(72)-C(5))-methyltransferase NSUN6	16564.7	16515.8	15969.6	15326.2	16675.1	16942.5	15439.5	15403	16342.9	17048.5	16926.3	16794.3	35160.3	35063.3	33376.9	34541.2	34641.1	33248.2	34470.3	36706.2	34949.2	35437.8	33794.9	35433.1	17356.9	17309.3	17607.5	18659.9	17031.2	17634.3	17907.6	19173.5	16221.7	17883.2	19271.7	19829.9	32454.1	31788.1	32458.2	33845.6	30757	31271.9	29794.7	30821	31826.4	31629.1	32135.4	33360.8
Q8TEA7	Q8TEA7	TBCK_HUMAN	TBCK	TBC domain-containing protein kinase-like protein	10501.5	14878.6	13938.7	12612.2	14807.9	14281.5	13528	14761.2	16437.3	13462.1	14993.3	13377.7	13567.2	10744	12711.9	12880.2	13448.2	11712.7	9196.77	11723.9	12946.4	12029.3	11693.5	11849.6	15442.6	14556.4	16006.3	15294.7	14338.6	16120.3	13737	12653.7	11847.1	13170.6	15734.6	14692.4	12147.6	12250	11185.5	11772.4	12244.7	11436.9	12052.9	11185.9	13534.2	14400.9	12188	12954
Q8TEA8	Q8TEA8	DTD1_HUMAN	DTD1	D-aminoacyl-tRNA deacylase 1	139501	141825	146170	138892	142711	139892	141295	144302	125386	142719	142964	145775	40572.9	39973.6	46147.4	40634.2	36396.5	37053.1	38962.2	41863.9	40759.1	46734.6	46596.8	50034.3	138799	135574	134253	138813	145187	143422	146167	144002	142986	146526	140950	138368	43514.4	44567.9	46327.5	44476.6	42002.3	50752.2	48236.9	47874.4	43935.5	45427.3	43756.5	51208.4
Q8TEB1	Q8TEB1	DCA11_HUMAN	DCAF11	DDB1- and CUL4-associated factor 11	12291.1	11019.7	11925.5	12016.1	11545.2	12646.1	11920	9858.91	14729.3	13374.7	11717.9	13662.4	17680.3	18160.9	17663	18296.3	17376.1	16445.1	16528.6	17649.6	19211	18862.9	19498.4	18833.1	9748.98	10046.7	11231.1	10148.7	9735.01	9125.95	10125.1	10668.8	9892.03	10067	10045.9	9354.3	16221.1	16356.1	16474.5	15533.2	16244.7	16557.9	18278.8	16548.4	14865.2	14809.8	17264	16874.1
Q8TEB9	Q8TEB9	RHBL4_HUMAN	RHBDD1	Rhomboid-related protein 4	10483.1	9487.7	11806.3	9635.03	9255.28	10387.6	9387.77	9397.58	8534.59	8739.23	10091.3	7750.8	9624.5	11036.9	11599.3	12866.8	11260	12467.9	10515.1	11096.5	11625.7	11774.5	11023.5	10649.2	9045.23	9862.07	8675.09	10817.3	8330.52	9755.11	8102.19	7582.5	9165.49	9056.12	8597.49	8806.74	11450.7	9899.49	12192.6	10864.1	12159.4	12703.8	11453.8	11919.4	10007.2	10833.1	11210.6	9721.37
Q8TED0	Q8TED0	UTP15_HUMAN	UTP15	U3 small nucleolar RNA-associated protein 15 homolog	103680	99503	103002	101553	101912	101757	99391.4	101549	99284.1	100900	98906.9	100249	90119.9	91326	88950.5	86612.2	86891	86476.5	85577.1	82666.5	90203.5	90639.8	91734	92603.6	110200	112027	113539	115527	115473	109619	108591	108025	105726	109579	110212	110312	103171	102841	104177	104333	99378.1	98103.3	94616	97297.3	103913	100089	101699	102299
Q8TED1	Q8TED1	GPX8_HUMAN	GPX8	Probable glutathione peroxidase 8	71542.9	73445	72201	71312	67811.2	69620.5	70538.4	73557.6	61859	68789.2	68618.1	70273.3													60822.6	65480	64098.7	63086.2	66088.7	64289.5	64973.3	66603	65303.5	65971	66627.6	65444.8									2180.17			
Q8TEH3	Q8TEH3	DEN1A_HUMAN	DENND1A	DENN domain-containing protein 1A	13189.5	13781.1	14147.7	14709	12699.1	13204.3	14048.6	13650.1	12295.9	14518.6	11797.3	14696.4	11550.2	10412.4	10434.1	12101.4	12167.6	11907.6	11678.8	11349	13772.7	14005.8	14684.8	12940.2	15086.4	15925.1	16505.2	14420.5	15578.9	15342	14236.1	15890.5	16573.1	15526.7	17332.3	16757.4	12342.4	12796.5	13640.3	15032.4	12385.5	11825.5	13613.9	13910.9	14337.7	12702.9	14322.4	13022.8
Q8TEK3	Q8TEK3	DOT1L_HUMAN	DOT1L	Histone-lysine N-methyltransferase, H3 lysine-79 specific		18684.8		18594.2		8165.03	11591.7	6855.64		8962.2	7889.05	8628.14	13791.2	11868.4	12886.6	13349.5	12920.6	12313.8	12682.7	14341.5	11555.6	12889.7	11042.8	13550.1	5580.01	6370.94	5974.43	6392.94	5205.12	5096.28	5242.14	4557.45	5131.34	5537.01	5775.25	5513.74	10404	10294.7	10452.7	10368.9	10601.2	10091.5	11457	11522.9	10627.7	11065	11241.8	11103.2
Q8TEL6	Q8TEL6	TP4AP_HUMAN	TRPC4AP	Short transient receptor potential channel 4-associated protein	5603	6881.51	5185.03	5937.86	5333.68	4893.16	5061.24	6329.83	5415.97	5096	5203.96	5649.83	10347.8	9607.32	10060.9	9625.6	9666.4	10288.2	11046.5	11392.5	11053.7	10580.9	9715.87	10813.8	5095.63	6467	5866.47	5170.08	6401.68	5548.61	6398.11	6438.24	5390	5057.85	6045.96	5191.23	7866.61	8045.86	9326.86	8808.2	8004.58	8719.84	8762.45	7931.94	8111.52	8557	8551.55	9536.05
Q8TEM1	Q8TEM1	PO210_HUMAN	NUP210	Nuclear pore membrane glycoprotein 210	73091.9	74602.7	75253.8	74486.3	68819.2	73303.1	69467.5	72391.7	75494.8	71598.1	73864.7	74463.4	164107	170988	174537	171011	165349	170313	169592	170623	163429	160596	167886	166490	73541.1	73425	71390.7	72885	72495.5	76470.7	72050.6	72949	75085.3	73288.1	77887.1	74359.1	182599	181687	177154	181113	180150	175303	177783	180790	177705	178277	172919	174613
Q8TEP8	Q8TEP8	CE192_HUMAN	CEP192	Centrosomal protein of 192 kDa	17468.4	16607.3	14325.9	17343.3	16226.3	15425.9	15396	17145.2	17462.4	16788.2	16201	15474.2	17035.6	17479.4	17933.5	15637.9	18544.3	18463.8	18950.5	17536.7	17323.2	17573.1	16216.4	17569	15563.9	16564	16488.7	16828.2	17505.2	16913.2	16495	17482.8	17911.1	18046.8	16849.6	16507	17179.5	17955.2	17959.4	17669.9	19124.7	19052	17776.8	17485.3	17630.5	18444.9	17360.6	18260.4
Q8TEQ6	Q8TEQ6	GEMI5_HUMAN	GEMIN5	Gem-associated protein 5	122926	125422	124043	124970	124025	125144	124163	122151	124760	120018	121023	120197	108871	109165	108937	109771	108494	109209	105969	109442	110583	113158	108830	112025	133083	133904	133018	133408	132469	134806	133412	133300	126591	127750	128303	128570	122846	120056	119232	120500	118671	116195	118427	118016	120928	123802	120604	119540
